SKU	EAN-13	Descrição	Marca	Unidade de Medida (UM)	Categoria	Subcategoria	Origem do Produto	NCM	CEST	Estoque Mínimo	Estoque Máximo	Ponto de Pedido	Dimensões	Preço de Custo	Preço de Venda	Controle de Lote e Validade
kullka001	182	Shredded Cheese	Ooba	M	alcoólicos		0 - Nacional	17652849	8{7	96.2	149		32x53x28 cm	97	65	true
kullka001	183	Garden Tool Set	Jabbersphere	CX	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	67960947	7{7		200	100	67x72x88 cm	89	3	true
kullka001	184	Chili Beans in Sauce	Mybuzz	L	mercearia		0 - Nacional	8303065	5{7				83x52x81 cm	99	38	true
kullka001	185	Set of Silicone Baking Molds	Browsedrive	L	açougue		2 - Estrangeira Adquirida no Mercado Interno	60775544	0{7	36.32		100	52x47x10 cm	15	97	false
kullka001	186	Warm Knit Beanie	Yombu	M	hortifruti		0 - Nacional	91923407	0{7	68.81	135		11x72x11 cm	34	34	false
kullka001	187	Tattoo Kit	Kanoodle	M	alcoólicos		0 - Nacional	64240269	0{7				41x39x10 cm	43	72	true
kullka001	188	Sriracha Sauce	Linkbuzz	KG	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	18994965	1{7			100	31x90x75 cm	34	75	false
kullka001	189	Golf Putting Green	Skipstorm	KG	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	41288284	2{7		162	100	90x27x15 cm	47	50	false
kullka001	190	Heavy Duty Gardening Tool Set	Layo	L	mercearia		2 - Estrangeira Adquirida no Mercado Interno	40590079	3{7				72x74x12 cm	73	22	true
kullka001	191	Spicy Thai Coconut Soup	Eire	KG	Bebidas		0 - Nacional	2532372	3{7		108	100	77x82x19 cm	30	39	true
kullka001	192	Mint Chocolate Chip Ice Cream	Vinte	L	mercearia		0 - Nacional	47960965	7{7		150	100	46x88x73 cm	7	72	true
kullka001	193	Coconut Rice	Dabvine	UN	mercearia		0 - Nacional	27359971	6{7			100	93x89x87 cm	92	75	true
kullka001	194	Smoked Salmon	Midel	UN	hortifruti		0 - Nacional	85255189	6{7		142	100	76x69x73 cm	25	96	false
kullka001	195	Nutty Quinoa Salad	Zoombeat	KG	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	54524211	8{7	85.05	146	100	88x10x02 cm	97	6	true
kullka001	196	USB Desk Fan	Kwimbee	KG	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	86440445	5{7	23.07		100	71x64x70 cm	6	33	false
kullka001	197	Warm Wool Sweater	Bubbletube	M	Bebidas		0 - Nacional	22379775	5{7	34.81	182		44x73x64 cm	70	75	true
kullka001	198	Garden Hoses with Expandable Features	Thoughtstorm	KG	mercearia		0 - Nacional	85422226	7{7	90.62	156	100	90x34x43 cm	48	66	false
kullka001	199	Ice Cream Maker	Zoomdog	UN	Bebidas		1 - Estrangeira Importação Direta	70231368	3{7	69.73	147	100	98x88x36 cm	75	57	true
kullka001	200	Artisan Pickles	Fivebridge	L	bazar		0 - Nacional	99952447	4{7	18.18	121		19x94x74 cm	57	92	true
kullka001	201	Wall-Mounted Spice Rack	Voonix	UN	bazar		1 - Estrangeira Importação Direta	10637357	3{7	57.31	100	100	29x37x37 cm	56	39	false
kullka001	202	Thai Basil Fried Rice	Meevee	M	açougue		1 - Estrangeira Importação Direta	27210339	4{7	58.95		100	41x34x82 cm	21	95	false
kullka001	203	Basic V-Neck T-Shirt	Ooba	KG	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	40666307	8{7		122	100	52x30x52 cm	42	88	true
kullka001	204	Compact Dishwasher	Skyndu	L	bazar		1 - Estrangeira Importação Direta	88348418	8{7	97.03	134	100	81x75x81 cm	41	72	false
kullka001	205	Adjustable Kitchen Broom Stand	Babbleblab	UN	hortifruti		0 - Nacional	20306594	9{7		131		91x81x14 cm	51	13	true
kullka001	206	Peas (frozen)	Jatri	UN	mercearia		1 - Estrangeira Importação Direta	10334172	8{7	83.27		100	22x61x88 cm	78	19	true
kullka001	207	Electric Nail File Kit	Kaymbo	L	bazar		1 - Estrangeira Importação Direta	51871561	1{7	37.99		100	48x32x08 cm	9	2	true
kullka001	208	Decorative Throw Blanket	Twimbo	L	Bebidas		1 - Estrangeira Importação Direta	82200772	3{7	96.52		100	72x07x02 cm	58	87	true
kullka001	209	Set of Silicone Baking Molds	Omba	L	açougue		1 - Estrangeira Importação Direta	28222306	0{7	95.54		100	48x36x76 cm	90	61	true
kullka001	210	Peach Yogurt	Realbridge	L	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	88740987	4{7	84.32			98x24x41 cm	16	59	true
kullka001	211	Oven-Baked Parmesan Zucchini	Voomm	CX	Bebidas		0 - Nacional	7674891	2{7			100	43x25x91 cm	75	10	true
kullka001	212	Banana Chips	Flipopia	CX	bazar		1 - Estrangeira Importação Direta	11099684	7{7		116		06x02x80 cm	16	9	true
kullka001	213	Vegetable Pizza Rolls	Bubbletube	CX	alcoólicos		1 - Estrangeira Importação Direta	91559281	2{7	93.83	165	100	12x82x40 cm	33	58	false
kullka001	214	Pet Waterer with Filtration	Oyope	CX	bazar		2 - Estrangeira Adquirida no Mercado Interno	38049498	5{7	86.76			77x43x82 cm	8	25	true
kullka001	215	Travel Sewing Kit	Gabtype	UN	mercearia		2 - Estrangeira Adquirida no Mercado Interno	29859521	3{7	81.89	128	100	67x57x97 cm	69	76	false
kullka001	216	Reusable Snack Bags	Edgeify	KG	hortifruti		0 - Nacional	79267193	1{7		127	100	03x75x38 cm	33	35	false
kullka001	217	Chickpea Pasta	Skivee	M	mercearia		1 - Estrangeira Importação Direta	38643519	1{7	74.36			97x63x43 cm	37	33	false
kullka001	218	Caramel Sauce	Mynte	CX	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	34209598	2{7		153		41x06x85 cm	72	57	false
kullka001	219	Spicy Vegetable Sushi Rolls	Zoonder	M	mercearia		0 - Nacional	74756540	1{7	35.48	133	100	89x58x14 cm	6	85	true
kullka001	220	Chicken Sausage	Meedoo	L	alcoólicos		1 - Estrangeira Importação Direta	535268	9{7		187		60x92x94 cm	52	56	false
kullka001	221	Coconut Oil	Divape	M	bazar		1 - Estrangeira Importação Direta	88082402	4{7	90.61	172	100	65x40x51 cm	72	57	true
kullka001	222	Classic Leather Wallet	Ntag	UN	mercearia		1 - Estrangeira Importação Direta	7753677	4{7	97.29	197		46x25x49 cm	13	91	true
kullka001	223	Puff Pastry	Jetpulse	KG	bazar		1 - Estrangeira Importação Direta	71726738	9{7	57.21		100	31x04x42 cm	89	81	true
kullka001	224	Coconut Oil	Twimbo	L	Bebidas		0 - Nacional	58493812	0{7	95.3		100	55x00x22 cm	87	16	false
kullka001	225	LED Strip Lights Kit	Trudoo	UN	bazar		2 - Estrangeira Adquirida no Mercado Interno	44973063	5{7		185	100	57x62x37 cm	100	46	false
kullka001	226	Spicy Thai Coconut Soup	Tagtune	CX	hortifruti		1 - Estrangeira Importação Direta	52457860	9{7	78.34		100	73x34x50 cm	33	73	true
kullka001	227	Classic Pumps	Voomm	L	açougue		2 - Estrangeira Adquirida no Mercado Interno	37816306	4{7	13.85	184		71x30x95 cm	50	8	false
kullka001	228	Potato Wedge Seasoning	Brainbox	KG	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	17342870	9{7			100	91x88x38 cm	31	28	true
kullka001	229	Pet Nail Clipper	Zoonoodle	M	bazar		1 - Estrangeira Importação Direta	98721232	4{7	95.69			21x37x25 cm	56	14	true
kullka001	230	Chocolate Chip Cookie Dough	Quamba	L	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	36480288	3{7	35.05	171	100	31x56x52 cm	30	60	true
kullka001	231	Black Olives	Eimbee	L	mercearia		1 - Estrangeira Importação Direta	8807660	9{7	48.66			70x10x65 cm	94	52	true
kullka001	232	Trendy Bomber Jacket	Omba	UN	açougue		2 - Estrangeira Adquirida no Mercado Interno	52126980	4{7	82.65	134	100	25x87x07 cm	43	19	false
kullka001	233	Shredded Cheese	Nlounge	KG	mercearia		1 - Estrangeira Importação Direta	81428017	4{7				85x94x59 cm	59	70	true
kullka001	234	Cinnamon Sugar Popcorn	Yotz	CX	açougue		0 - Nacional	81428075	6{7	34.95	136	100	54x68x98 cm	16	13	false
kullka001	235	Lemon Pepper Seasoning	Lazzy	CX	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	95150323	5{7	93.71	191		49x73x22 cm	62	64	true
kullka001	236	Mechanical Keyboard	Skippad	UN	mercearia		2 - Estrangeira Adquirida no Mercado Interno	5659645	4{7	33.0			04x00x28 cm	72	69	true
kullka001	237	Cat Tree with Scratching Posts	Mynte	L	mercearia		1 - Estrangeira Importação Direta	63682412	4{7	46.87	153		84x24x04 cm	9	64	false
kullka001	238	Adjustable Stand for Tablets and Smartphones	Topicshots	M	açougue		0 - Nacional	77707006	1{7		146		67x66x46 cm	1	45	false
kullka001	239	Smartphone Photography Ring Light	Trudeo	CX	bazar		1 - Estrangeira Importação Direta	42446266	4{7		120		84x94x86 cm	20	64	false
kullka001	240	Vintage Graphic Tee	Gabspot	M	hortifruti		0 - Nacional	43230776	2{7	29.11	138	100	87x45x54 cm	9	77	false
kullka001	241	Crispy Kale Chips	Youspan	CX	mercearia		2 - Estrangeira Adquirida no Mercado Interno	27888135	8{7		145	100	43x20x35 cm	80	64	false
kullka001	242	Raspberry Tart	Flashpoint	KG	alcoólicos		1 - Estrangeira Importação Direta	95646006	7{7	57.36	118	100	37x91x28 cm	96	81	false
kullka001	243	Plant Pot Drip Trays	JumpXS	KG	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	84319404	7{7			100	44x22x39 cm	76	23	true
kullka001	244	Lightweight Backpacking Tent	Youspan	CX	açougue		2 - Estrangeira Adquirida no Mercado Interno	78476252	5{7	29.81	189	100	15x37x82 cm	55	53	true
kullka001	245	Bamboo Memory Foam Pillow	Plambee	UN	bazar		2 - Estrangeira Adquirida no Mercado Interno	3535913	8{7	68.04	158	100	12x77x95 cm	94	66	false
kullka001	246	Electric Hot Water Dispenser	Edgeblab	KG	bazar		2 - Estrangeira Adquirida no Mercado Interno	20113825	2{7	61.91	124	100	09x34x50 cm	100	69	false
kullka001	247	Gardening Kneeler and Seat	Mydo	CX	alcoólicos		1 - Estrangeira Importação Direta	49683001	2{7	24.28	175	100	14x21x09 cm	23	21	false
kullka001	248	Sweet Corn	Browsetype	L	mercearia		2 - Estrangeira Adquirida no Mercado Interno	12039680	0{7		172	100	79x58x03 cm	77	78	false
kullka001	249	Bamboo Utensil Set	Realblab	CX	bazar		1 - Estrangeira Importação Direta	9485312	7{7	63.48			46x06x65 cm	79	94	false
kullka001	250	Drone	Roomm	UN	alcoólicos		1 - Estrangeira Importação Direta	48470799	0{7	28.73			32x07x73 cm	2	50	true
kullka001	251	Coffee Making Kit	Eire	UN	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	70742762	6{7		135	100	68x07x66 cm	85	10	true
kullka001	252	Bird Feeder	Topdrive	UN	Bebidas		0 - Nacional	93674442	8{7	78.99	165		12x08x53 cm	36	99	true
kullka001	253	Maple Glazed Carrots	Feedmix	KG	bazar		0 - Nacional	47015027	4{7		116	100	08x19x81 cm	75	65	true
kullka001	254	Greek Feta Cheese	Roodel	UN	Bebidas		0 - Nacional	60982187	3{7		114	100	05x84x12 cm	34	33	false
kullka001	255	Lemon Garlic Shrimp	Blogtags	CX	açougue		0 - Nacional	29008567	2{7		121		98x82x67 cm	53	25	true
kullka001	256	Baked Falafel	Wordify	KG	hortifruti		0 - Nacional	91042326	4{7	75.7	155	100	11x15x96 cm	88	94	false
kullka001	257	Sweet BBQ Dipping Sauce	Muxo	UN	Bebidas		1 - Estrangeira Importação Direta	33659878	0{7				35x75x77 cm	62	71	true
kullka001	258	Elderberry Syrup	Camido	KG	bazar		1 - Estrangeira Importação Direta	89405899	0{7	28.77		100	54x28x18 cm	26	67	true
kullka001	259	Comfort Flats	Mita	UN	mercearia		0 - Nacional	62402027	8{7	31.56	134		47x48x84 cm	3	12	false
kullka001	260	Fashionable Fanny Pack	BlogXS	CX	hortifruti		0 - Nacional	6802162	3{7	92.41	185		50x65x07 cm	36	97	false
kullka001	261	Buffalo Sauce	Zoombox	L	mercearia		1 - Estrangeira Importação Direta	8851273	3{7		142	100	67x24x66 cm	12	46	false
kullka001	262	Outdoor Mosquito Repellent Lantern	Meevee	L	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	38987827	2{7		153	100	02x44x81 cm	24	85	true
kullka001	263	Golf Polo Shirt	Snaptags	L	alcoólicos		0 - Nacional	85956351	1{7	43.8	122	100	18x78x56 cm	2	4	true
kullka001	264	Travel Makeup Organizer	Rhyzio	KG	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	12303895	8{7	84.3	143	100	82x31x28 cm	36	3	true
kullka001	265	Roasted Vegetable Medley	Voonte	UN	Bebidas		1 - Estrangeira Importação Direta	37321862	4{7	91.05			74x19x99 cm	68	59	true
kullka001	266	Silicone Baking Cups	Zoovu	L	Bebidas		0 - Nacional	46614091	4{7			100	18x02x26 cm	36	81	false
kullka001	267	Hot Dog Buns	Jabbersphere	KG	mercearia		0 - Nacional	42051088	8{7	85.7	147		94x48x41 cm	22	17	true
kullka001	268	Green Tea Matcha Powder	Realmix	UN	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	53055456	5{7		108	100	58x68x25 cm	97	48	true
kullka001	269	Sweet Corn Fritters	Yabox	L	açougue		1 - Estrangeira Importação Direta	92508104	5{7	86.39	172	100	31x55x00 cm	37	72	false
kullka001	270	Bamboo Cotton Tank Top	Divanoodle	UN	alcoólicos		1 - Estrangeira Importação Direta	61123612	4{7		104		25x51x24 cm	28	95	true
kullka001	271	Stainless Steel Grater	Mycat	CX	mercearia		2 - Estrangeira Adquirida no Mercado Interno	35086896	7{7			100	91x84x22 cm	36	55	true
kullka001	272	Water Bottle	Tagopia	KG	Bebidas		0 - Nacional	43961859	9{7	13.65	177		79x52x92 cm	63	77	true
kullka001	273	Decorative Wall Tapestry	Meezzy	M	Bebidas		1 - Estrangeira Importação Direta	73587307	7{7	83.61	138		46x46x93 cm	36	27	true
kullka001	274	Caribbean Jerk Marinade	Omba	M	Bebidas		0 - Nacional	40130618	9{7		116		52x89x48 cm	83	55	true
kullka001	275	Organic Whole Wheat Flour	Livetube	L	Bebidas		1 - Estrangeira Importação Direta	73635449	1{7	92.72	107		35x40x06 cm	85	25	true
kullka001	276	Aeropress Coffee Maker	Devshare	KG	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	39386413	7{7	88.34	182		99x21x82 cm	41	24	false
kullka001	277	Trackpad for Laptop	Topicshots	UN	bazar		1 - Estrangeira Importação Direta	75702381	8{7	61.7			95x38x83 cm	5	73	false
kullka001	278	Pasta Primavera Kit	Babbleblab	UN	açougue		0 - Nacional	15481398	4{7	46.18			55x66x56 cm	27	68	false
kullka001	279	Banana Nut Oatmeal Cups	Voonix	L	Bebidas		0 - Nacional	47351439	7{7	71.62			05x59x13 cm	38	51	false
kullka001	280	Pasta Maker Machine	Riffpath	KG	bazar		2 - Estrangeira Adquirida no Mercado Interno	3360181	6{7	33.57	137		14x24x27 cm	34	36	false
kullka001	281	Vegan Chickpea Salad	Miboo	KG	mercearia		0 - Nacional	18164214	1{7	62.36	181		19x95x87 cm	43	89	true
kullka001	282	Comfortable Jogger Pants	Kimia	M	bazar		0 - Nacional	36091612	7{7	54.81	158	100	38x03x91 cm	89	69	false
kullka001	283	Pet Water Fountain with Filtration	Brightbean	M	açougue		2 - Estrangeira Adquirida no Mercado Interno	7376361	3{7	97.77			09x93x16 cm	62	53	false
kullka001	284	Foam Roller for Muscle Recovery	Photofeed	CX	açougue		0 - Nacional	53709793	2{7	98.72			43x37x97 cm	44	50	false
kullka001	285	Oven-Baked Cheese Crisps	Linkbridge	L	Bebidas		0 - Nacional	20723338	4{7	59.98		100	10x15x71 cm	51	25	true
kullka001	286	Dual Function Electric Skillet	Omba	M	mercearia		2 - Estrangeira Adquirida no Mercado Interno	61189543	7{7	92.33			57x07x52 cm	89	61	true
kullka001	287	Belted Trench Coat	Quinu	UN	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	9469530	1{7			100	07x40x10 cm	73	63	false
kullka001	288	Digital Thermostat	Dynazzy	KG	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	31831449	1{7	55.63	182		75x03x64 cm	52	39	false
kullka001	289	Cranberry Almond Granola	Thoughtblab	CX	alcoólicos		1 - Estrangeira Importação Direta	95309412	9{7			100	85x09x50 cm	83	61	false
kullka001	290	Lightweight Workout Tank	Twitterbeat	M	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	92138100	8{7	14.65	156		67x31x95 cm	27	29	false
kullka001	291	Bluetooth Tracker	Muxo	CX	açougue		2 - Estrangeira Adquirida no Mercado Interno	64268951	9{7		179		09x87x41 cm	25	43	true
kullka001	292	Rechargeable Electric Screwdriver	Gabtune	UN	hortifruti		0 - Nacional	5629308	2{7	75.32			88x35x37 cm	66	94	false
kullka001	293	Fruit Medley Juice	Thoughtblab	L	mercearia		1 - Estrangeira Importação Direta	35414347	0{7	82.94	108	100	50x50x87 cm	38	39	false
kullka001	294	Beef Stroganoff Meal Kit	Eayo	KG	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	80512806	5{7		191	100	88x28x68 cm	81	48	false
kullka001	295	Crispy Kale Chips	Yodo	UN	alcoólicos		0 - Nacional	46705513	4{7		176	100	49x35x74 cm	87	99	false
kullka001	296	Fettuccine Alfredo Dinner Kit	Kanoodle	M	mercearia		2 - Estrangeira Adquirida no Mercado Interno	27738531	2{7		171	100	09x73x31 cm	2	66	true
kullka001	297	Cinnamon Ice Cream	Skynoodle	CX	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	89380649	1{7			100	16x21x24 cm	6	62	true
kullka001	298	Tomato Sauce	Jabbertype	L	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	26140081	0{7		127		67x44x71 cm	47	93	true
kullka001	299	Personalized Pet ID Tags	Vimbo	CX	bazar		2 - Estrangeira Adquirida no Mercado Interno	91278764	5{7	70.12		100	33x95x66 cm	73	16	false
kullka001	300	Garden Vegetable Soup	Oyoloo	L	açougue		2 - Estrangeira Adquirida no Mercado Interno	77397087	6{7			100	59x23x44 cm	58	67	false
kullka001	301	Honey Roasted Chickpeas	LiveZ	CX	hortifruti		1 - Estrangeira Importação Direta	15559885	9{7	36.95	121		82x02x46 cm	60	5	false
kullka001	302	Foot Massager Machine	Voomm	M	Bebidas		0 - Nacional	7212767	0{7			100	15x84x45 cm	99	89	true
kullka001	303	Turkey Bacon	Wordware	UN	bazar		2 - Estrangeira Adquirida no Mercado Interno	70079421	1{7	70.2	198		27x96x26 cm	21	19	true
kullka001	304	Whole Roasted Chicken	Tekfly	KG	hortifruti		1 - Estrangeira Importação Direta	96690282	0{7	80.34	134	100	03x05x10 cm	35	61	false
kullka001	305	Almond Crunch Granola Bars	Kaymbo	KG	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	68918414	5{7		129		68x90x28 cm	98	26	true
kullka001	306	Spaghetti and Meatball Dinner Kit	Rhyzio	UN	alcoólicos		0 - Nacional	71685640	9{7	89.12	168		65x32x81 cm	80	5	false
kullka001	307	Blender Bottle	Rhyzio	L	Bebidas		1 - Estrangeira Importação Direta	36839790	2{7	93.27	114	100	90x85x50 cm	70	33	false
kullka001	308	Cold Brew Coffee Concentrate	Jaxnation	UN	mercearia		1 - Estrangeira Importação Direta	31043395	7{7	88.57			23x27x58 cm	81	65	false
kullka001	309	Stylish Wireless Earbuds	Aimbu	M	bazar		0 - Nacional	84125367	2{7	98.69	192		95x88x95 cm	71	100	false
kullka001	310	Graphic Tee	Realbuzz	KG	Bebidas		0 - Nacional	15315475	3{7		171	100	14x41x53 cm	29	38	false
kullka001	311	Dried Mango Slices	Mynte	CX	hortifruti		1 - Estrangeira Importação Direta	25646966	0{7		134		67x40x73 cm	84	60	false
kullka001	312	Stuffed Peppers with Quinoa	Voonte	UN	açougue		2 - Estrangeira Adquirida no Mercado Interno	53338260	6{7		174	100	93x21x16 cm	79	11	false
kullka001	313	Marinara Sauce	Dablist	M	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	88641504	6{7		106		79x90x51 cm	53	31	false
kullka001	314	Ultraviolet Phone Sanitizer	Rhybox	M	hortifruti		0 - Nacional	45719747	5{7		139		28x79x54 cm	88	59	true
kullka001	315	Vegan Chocolate Cake Mix	JumpXS	CX	bazar		1 - Estrangeira Importação Direta	86897429	7{7	71.44	110	100	05x55x65 cm	17	19	false
kullka001	316	Mango Chili Salsa	Oyoyo	M	hortifruti		1 - Estrangeira Importação Direta	49531420	6{7	26.75	184		09x52x37 cm	93	78	true
kullka001	317	Self-Massaging Pillow	Feednation	M	mercearia		1 - Estrangeira Importação Direta	13215733	4{7	15.48	132	100	84x30x14 cm	81	98	false
kullka001	318	Whole Grain Mustard	Thoughtsphere	L	Bebidas		0 - Nacional	14064962	9{7	68.26	110		90x49x79 cm	40	23	true
kullka001	319	Creamy Garlic Dressing	Agivu	CX	mercearia		0 - Nacional	72227920	4{7	74.41		100	75x70x08 cm	34	87	true
kullka001	320	Instant Read Meat Thermometer	Agimba	KG	hortifruti		0 - Nacional	73572747	1{7	42.66		100	85x19x07 cm	81	47	false
kullka001	321	Photo Album	Yambee	CX	Bebidas		1 - Estrangeira Importação Direta	5694855	0{7	87.84	148	100	92x52x04 cm	21	26	false
kullka001	322	Foot Spa Bath Massager	Rhybox	CX	bazar		2 - Estrangeira Adquirida no Mercado Interno	29076451	3{7	67.84		100	68x77x94 cm	74	46	true
kullka001	323	Nutty Granola Clusters	Youbridge	M	bazar		0 - Nacional	60411299	7{7	47.0	200		66x98x04 cm	12	86	false
kullka001	324	Cheesy Broccoli Soup Mix	Rhycero	KG	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	26892826	1{7				71x72x07 cm	56	15	true
kullka001	325	Electric Toothbrush Holder	Eamia	UN	bazar		2 - Estrangeira Adquirida no Mercado Interno	53002038	4{7	78.44	111	100	47x36x13 cm	84	34	true
kullka001	326	Mango Chunks	Jazzy	KG	hortifruti		0 - Nacional	4013483	3{7	34.31	189		99x33x36 cm	78	72	true
kullka001	327	Mechanical Keyboard	Plambee	L	bazar		1 - Estrangeira Importação Direta	77621446	4{7	96.9		100	62x81x14 cm	44	90	false
kullka001	328	Silicone Baking Mats	Divavu	L	açougue		0 - Nacional	60473799	3{7	42.95			73x18x48 cm	27	90	false
kullka001	329	Snack Container Set	Quinu	M	mercearia		2 - Estrangeira Adquirida no Mercado Interno	67151215	8{7	35.03	120	100	76x60x36 cm	93	22	true
kullka001	330	Scented Candle Set	Quatz	CX	alcoólicos		0 - Nacional	19958695	5{7	61.19	124	100	95x24x26 cm	72	45	true
kullka001	331	Kids' Building Blocks	Quimm	UN	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	49792170	6{7			100	19x80x41 cm	71	47	false
kullka001	332	Terry Cloth Robe	Kimia	UN	Bebidas		1 - Estrangeira Importação Direta	32544799	5{7	67.7			78x48x34 cm	13	5	true
kullka001	333	Cinnamon Sugar Mix	Yakitri	CX	Bebidas		0 - Nacional	39701960	1{7		188	100	84x26x25 cm	86	41	true
kullka001	334	Smart Scale	Chatterpoint	KG	bazar		1 - Estrangeira Importação Direta	76261176	0{7		120	100	39x25x35 cm	5	98	false
kullka001	335	Honey Roasted Almonds	Rhycero	L	açougue		1 - Estrangeira Importação Direta	2536740	8{7	29.57		100	87x14x49 cm	55	23	false
kullka001	336	Watercolor Set	Babbleset	CX	Bebidas		0 - Nacional	85564436	0{7	27.91	163		02x36x46 cm	74	53	false
kullka001	337	Vegetarian Sausage Links	Jamia	M	açougue		1 - Estrangeira Importação Direta	12320382	9{7		143		31x35x89 cm	75	91	true
kullka001	338	Compressed Towel Tablets	Ntag	KG	açougue		2 - Estrangeira Adquirida no Mercado Interno	64507466	2{7	59.92			84x29x61 cm	4	37	true
kullka001	339	Jump Rope with Counter	Buzzbean	UN	açougue		1 - Estrangeira Importação Direta	22198754	5{7		111	100	19x75x38 cm	1	29	false
kullka001	340	Stainless Steel Straws	Jatri	CX	alcoólicos		1 - Estrangeira Importação Direta	70298042	4{7		127	100	05x65x06 cm	50	53	true
kullka001	341	Multi-Purpose Marine Rope	Zoombeat	KG	Bebidas		0 - Nacional	91869092	0{7	18.22			77x26x89 cm	14	97	false
kullka001	342	Magnetic Screen Door	Browsebug	CX	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	89966725	3{7		146		08x47x48 cm	90	33	false
kullka001	343	Electric Stir Fry Pan	Edgeblab	UN	mercearia		1 - Estrangeira Importação Direta	62505305	5{7		113	100	60x81x65 cm	44	94	true
kullka001	344	Leek and Potato Soup	Skivee	UN	açougue		1 - Estrangeira Importação Direta	48183232	3{7		186		01x21x86 cm	83	41	true
kullka001	345	Compact Umbrella	Cogidoo	M	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	63083303	6{7	51.86	155	100	47x67x31 cm	70	63	true
kullka001	346	Savory Trail Mix	Fliptune	M	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	61868314	1{7		199	100	82x21x17 cm	24	89	true
kullka001	347	Vegetable Quinoa Bowl	Browsezoom	CX	bazar		2 - Estrangeira Adquirida no Mercado Interno	37236126	2{7	92.93		100	90x43x85 cm	36	67	false
kullka001	348	Vegan Caesar Dressing	Leenti	CX	bazar		2 - Estrangeira Adquirida no Mercado Interno	15934529	5{7	97.2	101		43x74x00 cm	29	53	true
kullka001	349	Chopping Board	Oyoloo	KG	mercearia		0 - Nacional	63221531	5{7	72.4	161	100	11x57x90 cm	12	10	true
kullka001	350	Bicycle Lock	Kanoodle	M	açougue		0 - Nacional	16513886	5{7	36.59	108	100	38x47x09 cm	69	56	false
kullka001	351	Insulated Lunch Box	Jabberstorm	CX	bazar		0 - Nacional	67880965	2{7	35.24	194	100	91x38x84 cm	55	22	true
kullka001	352	Herbal Garden Starter Kit	Oyoba	UN	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	75903016	3{7			100	78x57x01 cm	24	44	false
kullka001	353	Bamboo Toothbrush	Eayo	L	mercearia		1 - Estrangeira Importação Direta	47145204	3{7	74.97	151	100	85x36x87 cm	39	64	true
kullka001	354	Cheddar Cheese Slices	Flashspan	CX	açougue		2 - Estrangeira Adquirida no Mercado Interno	86458018	4{7				66x75x55 cm	31	18	false
kullka001	355	Portable Pet Bathing Tool	Teklist	KG	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	61751726	9{7	29.28	124	100	35x88x79 cm	60	26	true
kullka001	356	Honey Roasted Peanuts	Devcast	M	alcoólicos		1 - Estrangeira Importação Direta	82729095	8{7	13.64	112		00x95x47 cm	60	20	false
kullka001	357	Set of Gardening Gloves with Claws	Viva	KG	alcoólicos		0 - Nacional	62541640	6{7	74.53	140	100	52x11x33 cm	69	48	true
kullka001	358	Strawberry Banana Smoothie Pack	Fivespan	KG	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	3361381	4{7		123		18x98x77 cm	62	47	true
kullka001	359	Mini Electric Kettle	Yakidoo	M	hortifruti		1 - Estrangeira Importação Direta	43985710	5{7	90.65	180	100	97x15x03 cm	67	8	false
kullka001	360	Adjustable Bar Stools	Yakidoo	UN	mercearia		0 - Nacional	82470371	7{7		165	100	92x80x65 cm	53	19	false
kullka001	361	Essential White Button-Up	Realbridge	UN	açougue		1 - Estrangeira Importação Direta	96485283	7{7	57.45	111	100	36x82x43 cm	77	88	true
kullka001	362	Emergency Preparedness Kit	Feedmix	M	mercearia		0 - Nacional	50647899	2{7	98.95	188	100	36x02x61 cm	51	69	true
